,alexa_rank,default_port,domain_age_days,domain_tokens,file_extension,fragment,host,host_len,ips,malicious_url,mxhosts,num_domain_tokens,num_path_tokens,path,path_len,path_tokens,port,query,registered_domain,scheme,tld,url,url_len,alexa_result,age_result,host_len_res,file_ext_result,tld_result,ip_result,geo_result,domain_result,total
565,0,80,147,"['fileius', 'com']",auto,,fileius.com,11,"[{'geo': 'IE', 'ip': '54.72.9.51', 'type': 'A'}]",1,NA,2,3,/uapp/3915/WhatsApp_Messenger.auto,34,"['uapp', '3915', 'WhatsApp_Messenger.auto']",80,,fileius.com,http,com,http://fileius.com/uapp/3915/WhatsApp_Messenger.auto,52,0,1,0,0,0,0,0,0,1
566,177279,80,7,"['www', 'apredial', 'com', 'br']",,,www.apredial.com.br,19,"[{'geo': 'US', 'ip': '67.215.65.133', 'type': 'A'}]",1,"[{'mxhost': 'ASPMX2.GOOGLEMAIL.COM', 'ips': [{'geo': 'US', 'ip': '74.125.142.26', 'type': 'A'}, {'geo': 'US', 'ip': '2607:f8b0:4001:c03:0:0:0:1b', 'type': 'AAAA'}]}, {'mxhost': 'ASPMX3.GOOGLEMAIL.COM', 'ips': [{'geo': 'US', 'ip': '74.125.196.26', 'type': 'A'}, {'geo': 'US', 'ip': '2607:f8b0:4002:c01:0:0:0:1b', 'type': 'AAAA'}]}, {'mxhost': 'ASPMX.L.GOOGLE.COM', 'ips': [{'geo': 'US', 'ip': '74.125.129.26', 'type': 'A'}, {'geo': 'US', 'ip': '2607:f8b0:400e:c02:0:0:0:1a', 'type': 'AAAA'}]}, {'mxhost': 'ALT1.ASPMX.L.GOOGLE.COM', 'ips': [{'geo': 'US', 'ip': '74.125.142.27', 'type': 'A'}, {'geo': 'US', 'ip': '2607:f8b0:4001:c03:0:0:0:1b', 'type': 'AAAA'}]}, {'mxhost': 'ALT2.ASPMX.L.GOOGLE.COM', 'ips': [{'geo': 'US', 'ip': '74.125.137.26', 'type': 'A'}, {'geo': 'US', 'ip': '2607:f8b0:4002:c01:0:0:0:1b', 'type': 'AAAA'}]}]",4,2,/pl/,4,"['pl', '']",80,,apredial.com.br,http,br,http://www.apredial.com.br/pl/,30,1,1,0,0,1,0,0,0,3
567,13003,80,819,"['o', 'aolcdn', 'com']",js,,o.aolcdn.com,12,"[{'geo': 'US', 'ip': '96.17.148.25', 'type': 'A'}, {'geo': 'US', 'ip': '96.17.148.51', 'type': 'A'}, {'geo': 'US', 'ip': '2001:559:0:63:0:0:173e:e42b', 'type': 'AAAA'}, {'geo': 'US', 'ip': '2001:559:0:63:0:0:173e:e408', 'type': 'AAAA'}]",0,NA,3,2,/ads/adsWrapper.js,18,"['ads', 'adsWrapper.js']",80,,aolcdn.com,http,com,http://o.aolcdn.com/ads/adsWrapper.js,37,0,0,0,0,0,0,0,0,0
568,0,80,232,"['www', 'nhslaf', 'org']",com,,www.nhslaf.org,14,"[{'geo': 'US', 'ip': '67.215.65.133', 'type': 'A'}]",1,"[{'mxhost': 'nhslaf.org', 'ips': [{'geo': 'US', 'ip': '192.190.80.53', 'type': 'A'}]}]",3,1,/file.drive.google.com,22,['file.drive.google.com'],80,,nhslaf.org,http,org,http://www.nhslaf.org/file.drive.google.com,43,0,1,0,0,0,0,0,0,1
569,0,80,14,"['pebbetsec', 'org']",,,pebbetsec.org,13,"[{'geo': 'US', 'ip': '67.215.65.133', 'type': 'A'}]",1,"[{'mxhost': 'pebbetsec.org', 'ips': [{'geo': 'US', 'ip': '67.215.65.133', 'type': 'A'}]}]",2,3,/Paypal/0c331850d0667159166643f9a850e11e/login,46,"['Paypal', '0c331850d0667159166643f9a850e11e', 'login']",80,,pebbetsec.org,http,org,http://pebbetsec.org/Paypal/0c331850d0667159166643f9a850e11e/login,66,0,1,0,0,0,0,0,0,1
570,0,80,70,"['s-mas-m', 'cl']",htm,,s-mas-m.cl,10,"[{'geo': 'CL', 'ip': '200.63.97.35', 'type': 'A'}]",1,"[{'mxhost': 'alt2.aspmx.l.google.com', 'ips': [{'geo': 'US', 'ip': '74.125.137.27', 'type': 'A'}, {'geo': 'US', 'ip': '2607:f8b0:4002:c07:0:0:0:1b', 'type': 'AAAA'}]}, {'mxhost': 'aspmx2.googlemail.com', 'ips': [{'geo': 'US', 'ip': '74.125.142.27', 'type': 'A'}, {'geo': 'US', 'ip': '2607:f8b0:4001:c03:0:0:0:1b', 'type': 'AAAA'}]}, {'mxhost': 'aspmx3.googlemail.com', 'ips': [{'geo': 'US', 'ip': '74.125.137.27', 'type': 'A'}, {'geo': 'US', 'ip': '2607:f8b0:4002:c01:0:0:0:1a', 'type': 'AAAA'}]}, {'mxhost': 'aspmx.l.google.com', 'ips': [{'geo': 'US', 'ip': '74.125.129.26', 'type': 'A'}, {'geo': 'US', 'ip': '2607:f8b0:400e:c03:0:0:0:1a', 'type': 'AAAA'}]}, {'mxhost': 'alt1.aspmx.l.google.com', 'ips': [{'geo': 'US', 'ip': '74.125.142.27', 'type': 'A'}, {'geo': 'US', 'ip': '2607:f8b0:4001:c03:0:0:0:1b', 'type': 'AAAA'}]}]",2,4,/images/sync/pdf-doc/index.htm,30,"['images', 'sync', 'pdf-doc', 'index.htm']",80,,s-mas-m.cl,http,cl,http://s-mas-m.cl/images/sync/pdf-doc/index.htm,47,0,1,0,0,1,0,0,0,2
571,4,80,4165,"['pclick', 'yahoo', 'com']",,,pclick.yahoo.com,16,"[{'geo': 'US', 'ip': '206.190.43.106', 'type': 'A'}]",0,"[{'mxhost': 'mta6.am0.yahoodns.net', 'ips': [{'geo': 'US', 'ip': '98.136.216.26', 'type': 'A'}, {'geo': 'US', 'ip': '98.136.217.202', 'type': 'A'}, {'geo': 'US', 'ip': '98.138.112.34', 'type': 'A'}, {'geo': 'US', 'ip': '63.250.192.46', 'type': 'A'}, {'geo': 'US', 'ip': '66.196.118.33', 'type': 'A'}, {'geo': 'US', 'ip': '66.196.118.34', 'type': 'A'}, {'geo': 'US', 'ip': '66.196.118.35', 'type': 'A'}, {'geo': 'US', 'ip': '66.196.118.36', 'type': 'A'}]}, {'mxhost': 'mta7.am0.yahoodns.net', 'ips': [{'geo': 'US', 'ip': '98.138.112.38', 'type': 'A'}, {'geo': 'US', 'ip': '66.196.118.33', 'type': 'A'}, {'geo': 'US', 'ip': '66.196.118.35', 'type': 'A'}, {'geo': 'US', 'ip': '66.196.118.37', 'type': 'A'}, {'geo': 'US', 'ip': '98.136.216.26', 'type': 'A'}, {'geo': 'US', 'ip': '98.136.217.202', 'type': 'A'}, {'geo': 'US', 'ip': '98.136.217.203', 'type': 'A'}, {'geo': 'US', 'ip': '98.138.112.37', 'type': 'A'}]}, {'mxhost': 'mta5.am0.yahoodns.net', 'ips': [{'geo': 'US', 'ip': '98.136.216.26', 'type': 'A'}, {'geo': 'US', 'ip': '98.136.217.202', 'type': 'A'}, {'geo': 'US', 'ip': '98.136.217.203', 'type': 'A'}, {'geo': 'US', 'ip': '98.138.112.32', 'type': 'A'}, {'geo': 'US', 'ip': '98.138.112.33', 'type': 'A'}, {'geo': 'US', 'ip': '66.196.118.33', 'type': 'A'}, {'geo': 'US', 'ip': '66.196.118.240', 'type': 'A'}, {'geo': 'US', 'ip': '98.136.216.25', 'type': 'A'}]}]",3,1,/,1,[''],80,,yahoo.com,http,com,http://pclick.yahoo.com/,24,0,0,0,0,0,0,0,0,0
572,0,80,30,"['battle', 'net', 'blizzardentertainmentfreeactivitiese', 'com']",html,,battle.net.blizzardentertainmentfreeactivitiese.com,51,"[{'geo': 'US', 'ip': '67.215.65.133', 'type': 'A'}]",1,NA,4,1,/3.html,7,['3.html'],80,,blizzardentertainmentfreeactivitiese.com,http,com,http://battle.net.blizzardentertainmentfreeactivitiese.com/3.html,65,0,1,0,0,0,0,0,0,1
573,0,80,60,"['iqraconsultant', 'com']",,,iqraconsultant.com,18,"[{'geo': 'US', 'ip': '192.186.247.133', 'type': 'A'}]",1,"[{'mxhost': 'smtp.iqraconsultant.com', 'ips': [{'geo': 'US', 'ip': '68.178.213.37', 'type': 'A'}]}, {'mxhost': 'mailstore1.secureserver.net', 'ips': [{'geo': 'US', 'ip': '68.178.213.37', 'type': 'A'}]}]",2,3,/wp-admin/popular.png/,22,"['wp-admin', 'popular.png', '']",80,,iqraconsultant.com,http,com,http://iqraconsultant.com/wp-admin/popular.png/,47,0,1,0,0,0,0,0,0,1
574,0,80,88,"['coradupuis', 'com']",htm,,coradupuis.com,14,"[{'geo': 'US', 'ip': '67.215.65.133', 'type': 'A'}]",1,"[{'mxhost': 'coradupuis.com', 'ips': [{'geo': 'US', 'ip': '67.215.65.133', 'type': 'A'}]}]",2,2,/nwm/w8.htm,11,"['nwm', 'w8.htm']",80,,coradupuis.com,http,com,http://coradupuis.com/nwm/w8.htm,32,0,1,0,0,0,0,0,0,1
575,42,80,1033,"['porn', 'im', 'c7bf7c6f', '7347404', 'x', 'xvideos', 'com']",flv,,porn.im.c7bf7c6f.7347404.x.xvideos.com,38,"[{'geo': 'US', 'ip': '69.164.12.119', 'type': 'A'}]",0,"[{'mxhost': 'alt2.aspmx.l.google.com', 'ips': [{'geo': 'US', 'ip': '74.125.137.27', 'type': 'A'}, {'geo': 'US', 'ip': '2607:f8b0:4002:c01:0:0:0:1a', 'type': 'AAAA'}]}, {'mxhost': 'aspmx2.googlemail.com', 'ips': [{'geo': 'US', 'ip': '74.125.142.26', 'type': 'A'}, {'geo': 'US', 'ip': '2607:f8b0:4001:c03:0:0:0:1a', 'type': 'AAAA'}]}, {'mxhost': 'aspmx3.googlemail.com', 'ips': [{'geo': 'US', 'ip': '74.125.137.27', 'type': 'A'}, {'geo': 'US', 'ip': '2607:f8b0:4002:c01:0:0:0:1a', 'type': 'AAAA'}]}, {'mxhost': 'aspmx4.googlemail.com', 'ips': [{'geo': 'US', 'ip': '74.125.29.27', 'type': 'A'}, {'geo': 'US', 'ip': '2607:f8b0:400d:c04:0:0:0:1a', 'type': 'AAAA'}]}, {'mxhost': 'aspmx5.googlemail.com', 'ips': [{'geo': 'US', 'ip': '173.194.75.26', 'type': 'A'}, {'geo': 'US', 'ip': '2607:f8b0:400c:c01:0:0:0:1a', 'type': 'AAAA'}]}, {'mxhost': 'aspmx.l.google.com', 'ips': [{'geo': 'US', 'ip': '74.125.25.27', 'type': 'A'}, {'geo': 'US', 'ip': '2607:f8b0:400e:c02:0:0:0:1b', 'type': 'AAAA'}]}, {'mxhost': 'alt1.aspmx.l.google.com', 'ips': [{'geo': 'US', 'ip': '74.125.142.27', 'type': 'A'}, {'geo': 'US', 'ip': '2607:f8b0:4001:c03:0:0:0:1b', 'type': 'AAAA'}]}]",7,6,/videos/flv/f/9/4/xvideos.com_f947eda8b54f66062ac86fb99c84a1ac.flv,66,"['videos', 'flv', 'f', '9', '4', 'xvideos.com_f947eda8b54f66062ac86fb99c84a1ac.flv']",80,e=1398743474&ri=1024&rs=85&h=abbe14c2ba42dc80a671f33e63597348,xvideos.com,http,com,http://porn.im.c7bf7c6f.7347404.x.xvideos.com/videos/flv/f/9/4/xvideos.com_f947eda8b54f66062ac86fb99c84a1ac.flv?e=1398743474&ri=1024&rs=85&h=abbe14c2ba42dc80a671f33e63597348,173,0,0,0,0,0,0,0,0,0
576,238,80,993,"['log000', 'goo', 'ne', 'jp']",,,log000.goo.ne.jp,16,"[{'geo': 'JP', 'ip': '210.144.64.33', 'type': 'A'}]",0,"[{'mxhost': 'mta000.goo.ne.jp', 'ips': [{'geo': 'JP', 'ip': '202.217.72.126', 'type': 'A'}]}]",4,2,/VL/Trace,9,"['VL', 'Trace']",80,c=147&tp=1&noscript=1&e=1&p=usrblog&u1=blg_adv,goo.ne.jp,http,jp,http://log000.goo.ne.jp/VL/Trace?c=147&tp=1&noscript=1&e=1&p=usrblog&u1=blg_adv,79,0,0,0,0,0,0,0,0,0
577,0,80,72,"['root', 'mcs-katwijk', 'nl']",exe,,root.mcs-katwijk.nl,19,"[{'geo': 'NL', 'ip': '109.72.85.5', 'type': 'A'}]",1,"[{'mxhost': 'primary.mail.pcextreme.nl', 'ips': [{'geo': 'NL', 'ip': '79.99.129.85', 'type': 'A'}, {'geo': 'NL', 'ip': '2a00:f10:10a:e:1:0:0:25', 'type': 'AAAA'}]}]",3,2,/ws/amd.exe,11,"['ws', 'amd.exe']",80,,mcs-katwijk.nl,http,nl,http://root.mcs-katwijk.nl/ws/amd.exe,37,0,1,0,0,1,0,0,0,2
578,43515,80,747,"['rss', 'ireport', 'com']",rss,,rss.ireport.com,15,"[{'geo': 'US', 'ip': '157.166.224.4', 'type': 'A'}, {'geo': 'US', 'ip': '157.166.249.105', 'type': 'A'}, {'geo': 'US', 'ip': '157.166.224.6', 'type': 'A'}]",0,"[{'mxhost': 'nycmail2.turner.com', 'ips': [{'geo': 'US', 'ip': '157.166.157.10', 'type': 'A'}]}, {'mxhost': 'atlmail3.turner.com', 'ips': [{'geo': 'US', 'ip': '157.166.168.181', 'type': 'A'}]}, {'mxhost': 'atlmail5.turner.com', 'ips': [{'geo': 'US', 'ip': '157.166.165.14', 'type': 'A'}]}, {'mxhost': 'lonmail1.turner.com', 'ips': [{'geo': 'GB', 'ip': '157.166.216.142', 'type': 'A'}]}, {'mxhost': 'nycmail1.turner.com', 'ips': [{'geo': 'US', 'ip': '157.166.157.8', 'type': 'A'}]}]",3,2,/feeds/oncnn.rss,16,"['feeds', 'oncnn.rss']",80,,ireport.com,http,com,http://rss.ireport.com/feeds/oncnn.rss,38,0,0,0,0,0,0,0,0,0
579,15813,80,7274,"['s3', 'broadway', 'com']",css,,s3.broadway.com,15,"[{'geo': 'US', 'ip': '54.230.140.110', 'type': 'A'}, {'geo': 'US', 'ip': '54.230.140.58', 'type': 'A'}, {'geo': 'US', 'ip': '205.251.215.190', 'type': 'A'}, {'geo': 'US', 'ip': '205.251.215.35', 'type': 'A'}, {'geo': 'US', 'ip': '54.230.142.155', 'type': 'A'}, {'geo': 'US', 'ip': '54.230.142.125', 'type': 'A'}, {'geo': 'US', 'ip': '54.230.142.35', 'type': 'A'}, {'geo': 'US', 'ip': '54.230.141.96', 'type': 'A'}]",0,"[{'mxhost': 'barracuda1.broadwayacrossamerica.com', 'ips': [{'geo': 'US', 'ip': '64.95.40.75', 'type': 'A'}]}]",3,3,/media/css/ticket-alerts.99b.gz.css,35,"['media', 'css', 'ticket-alerts.99b.gz.css']",80,,broadway.com,http,com,http://s3.broadway.com/media/css/ticket-alerts.99b.gz.css,57,0,0,0,0,0,0,0,0,0
580,19,80,720,"['fortune', 'kids', 'yahoo', 'co', 'jp']",html,,fortune.kids.yahoo.co.jp,24,"[{'geo': 'JP', 'ip': '124.83.139.150', 'type': 'A'}]",0,"[{'mxhost': 'mx3.mail.yahoo.co.jp', 'ips': [{'geo': 'JP', 'ip': '183.79.29.240', 'type': 'A'}, {'geo': 'JP', 'ip': '183.79.57.237', 'type': 'A'}]}, {'mxhost': 'mx5.mail.yahoo.co.jp', 'ips': [{'geo': 'JP', 'ip': '183.79.29.238', 'type': 'A'}, {'geo': 'JP', 'ip': '183.79.57.236', 'type': 'A'}]}, {'mxhost': 'mx1.mail.yahoo.co.jp', 'ips': [{'geo': 'JP', 'ip': '183.79.29.234', 'type': 'A'}, {'geo': 'JP', 'ip': '114.111.99.224', 'type': 'A'}]}, {'mxhost': 'mx2.mail.yahoo.co.jp', 'ips': [{'geo': 'JP', 'ip': '114.111.99.248', 'type': 'A'}, {'geo': 'JP', 'ip': '183.79.57.238', 'type': 'A'}]}]",5,4,/mcp/12astro/20140429/virgo.html,32,"['mcp', '12astro', '20140429', 'virgo.html']",80,,yahoo.co.jp,http,jp,http://fortune.kids.yahoo.co.jp/mcp/12astro/20140429/virgo.html,63,0,0,0,0,0,0,0,0,0
581,0,80,167,"['www', 'ggtsa', 'com']",htm,,www.ggtsa.com,13,"[{'geo': 'MY', 'ip': '111.90.144.111', 'type': 'A'}]",1,"[{'mxhost': 'ggtsa.com', 'ips': [{'geo': 'MY', 'ip': '111.90.144.111', 'type': 'A'}]}]",3,2,/.fde/email%20and%20pass%20auth.%20form.htm,43,"['.fde', 'email and pass auth. form.htm']",80,,ggtsa.com,http,com,http://www.ggtsa.com/.fde/email%20and%20pass%20auth.%20form.htm,63,0,1,0,0,0,0,0,0,1
582,34,80,932,"['jiinsy', 'tumblr', 'com']",,,jiinsy.tumblr.com,17,"[{'geo': 'US', 'ip': '66.6.40.31', 'type': 'A'}, {'geo': 'US', 'ip': '66.6.40.43', 'type': 'A'}]",0,"[{'mxhost': 'ASPMX3.GOOGLEMAIL.com', 'ips': [{'geo': 'US', 'ip': '74.125.137.26', 'type': 'A'}, {'geo': 'US', 'ip': '2607:f8b0:4002:c01:0:0:0:1a', 'type': 'AAAA'}]}, {'mxhost': 'ASPMX4.GOOGLEMAIL.com', 'ips': [{'geo': 'US', 'ip': '74.125.29.27', 'type': 'A'}, {'geo': 'US', 'ip': '2607:f8b0:400d:c04:0:0:0:1b', 'type': 'AAAA'}]}, {'mxhost': 'ASPMX5.GOOGLEMAIL.com', 'ips': [{'geo': 'US', 'ip': '173.194.75.26', 'type': 'A'}, {'geo': 'US', 'ip': '2607:f8b0:400c:c01:0:0:0:1a', 'type': 'AAAA'}]}, {'mxhost': 'ASPMX.L.GOOGLE.com', 'ips': [{'geo': 'US', 'ip': '74.125.25.27', 'type': 'A'}, {'geo': 'US', 'ip': '2607:f8b0:400e:c03:0:0:0:1b', 'type': 'AAAA'}]}, {'mxhost': 'ALT1.ASPMX.L.GOOGLE.com', 'ips': [{'geo': 'US', 'ip': '74.125.142.27', 'type': 'A'}, {'geo': 'US', 'ip': '2607:f8b0:4001:c03:0:0:0:1a', 'type': 'AAAA'}]}, {'mxhost': 'ALT2.ASPMX.L.GOOGLE.com', 'ips': [{'geo': 'US', 'ip': '74.125.137.27', 'type': 'A'}, {'geo': 'US', 'ip': '2607:f8b0:4002:c01:0:0:0:1a', 'type': 'AAAA'}]}, {'mxhost': 'ASPMX2.GOOGLEMAIL.com', 'ips': [{'geo': 'US', 'ip': '74.125.142.26', 'type': 'A'}, {'geo': 'US', 'ip': '2607:f8b0:4001:c03:0:0:0:1a', 'type': 'AAAA'}]}]",3,3,/post/83992460813/caught-in-one-of-the-kaijuu-attacks-ariel-lost,64,"['post', '83992460813', 'caught-in-one-of-the-kaijuu-attacks-ariel-lost']",80,,tumblr.com,http,com,http://jiinsy.tumblr.com/post/83992460813/caught-in-one-of-the-kaijuu-attacks-ariel-lost,88,0,0,0,0,0,0,0,0,0
583,55,80,786,"['cnnradio', 'cnn', 'com']",,,cnnradio.cnn.com,16,"[{'geo': 'US', 'ip': '192.0.82.250', 'type': 'A'}, {'geo': 'US', 'ip': '76.74.255.123', 'type': 'A'}, {'geo': 'US', 'ip': '76.74.255.117', 'type': 'A'}, {'geo': 'US', 'ip': '66.155.11.244', 'type': 'A'}, {'geo': 'US', 'ip': '66.155.9.244', 'type': 'A'}, {'geo': 'US', 'ip': '192.0.83.250', 'type': 'A'}]",0,"[{'mxhost': 'nycmail1.turner.com', 'ips': [{'geo': 'US', 'ip': '157.166.157.8', 'type': 'A'}]}, {'mxhost': 'nycmail2.turner.com', 'ips': [{'geo': 'US', 'ip': '157.166.157.10', 'type': 'A'}]}, {'mxhost': 'atlmail3.turner.com', 'ips': [{'geo': 'US', 'ip': '157.166.168.181', 'type': 'A'}]}, {'mxhost': 'atlmail5.turner.com', 'ips': [{'geo': 'US', 'ip': '157.166.165.14', 'type': 'A'}]}, {'mxhost': 'lonmail1.turner.com', 'ips': [{'geo': 'GB', 'ip': '157.166.216.142', 'type': 'A'}]}]",3,2,/feed/,6,"['feed', '']",80,,cnn.com,http,com,http://cnnradio.cnn.com/feed/,29,0,0,0,0,0,0,0,0,0
584,0,80,1064,"['gu-social-share-experiments', 'appspot', 'com']",,,gu-social-share-experiments.appspot.com,39,"[{'geo': 'US', 'ip': '74.125.28.141', 'type': 'A'}, {'geo': 'US', 'ip': '2607:f8b0:400e:c04:0:0:0:8d', 'type': 'AAAA'}]",0,"[{'mxhost': 'alt4.gmr-smtp-in.l.google.com', 'ips': [{'geo': 'US', 'ip': '173.194.75.14', 'type': 'A'}, {'geo': 'US', 'ip': '2607:f8b0:400c:c01:0:0:0:e', 'type': 'AAAA'}]}, {'mxhost': 'gmr-smtp-in.l.google.com', 'ips': [{'geo': 'US', 'ip': '74.125.129.14', 'type': 'A'}, {'geo': 'US', 'ip': '2607:f8b0:400e:c02:0:0:0:e', 'type': 'AAAA'}]}, {'mxhost': 'alt1.gmr-smtp-in.l.google.com', 'ips': [{'geo': 'US', 'ip': '74.125.142.14', 'type': 'A'}, {'geo': 'US', 'ip': '2607:f8b0:4001:c03:0:0:0:e', 'type': 'AAAA'}]}, {'mxhost': 'alt2.gmr-smtp-in.l.google.com', 'ips': [{'geo': 'US', 'ip': '74.125.137.14', 'type': 'A'}, {'geo': 'US', 'ip': '2607:f8b0:4002:c01:0:0:0:e', 'type': 'AAAA'}]}, {'mxhost': 'alt3.gmr-smtp-in.l.google.com', 'ips': [{'geo': 'US', 'ip': '74.125.29.14', 'type': 'A'}, {'geo': 'US', 'ip': '2607:f8b0:400d:c04:0:0:0:e', 'type': 'AAAA'}]}]",3,2,/social/cta,11,"['social', 'cta']",80,,gu-social-share-experiments.appspot.com,http,com,http://gu-social-share-experiments.appspot.com/social/cta,57,0,0,0,0,0,0,0,0,0
585,6059,80,3318,"['userscripts', 'org']",,,userscripts.org,15,"[{'geo': 'US', 'ip': '54.187.109.170', 'type': 'A'}]",0,"[{'mxhost': 'alt1.aspmx.l.google.com', 'ips': [{'geo': 'US', 'ip': '74.125.142.27', 'type': 'A'}, {'geo': 'US', 'ip': '2607:f8b0:4001:c03:0:0:0:1b', 'type': 'AAAA'}]}, {'mxhost': 'alt2.aspmx.l.google.com', 'ips': [{'geo': 'US', 'ip': '74.125.137.26', 'type': 'A'}, {'geo': 'US', 'ip': '2607:f8b0:4002:c01:0:0:0:1a', 'type': 'AAAA'}]}, {'mxhost': 'aspmx2.googlemail.com', 'ips': [{'geo': 'US', 'ip': '74.125.142.26', 'type': 'A'}, {'geo': 'US', 'ip': '2607:f8b0:4001:c03:0:0:0:1a', 'type': 'AAAA'}]}, {'mxhost': 'aspmx3.googlemail.com', 'ips': [{'geo': 'US', 'ip': '74.125.137.27', 'type': 'A'}, {'geo': 'US', 'ip': '2607:f8b0:4002:c01:0:0:0:1a', 'type': 'AAAA'}]}, {'mxhost': 'aspmx.l.google.com', 'ips': [{'geo': 'US', 'ip': '74.125.25.27', 'type': 'A'}, {'geo': 'US', 'ip': '2607:f8b0:400e:c02:0:0:0:1b', 'type': 'AAAA'}]}]",2,3,/scripts/show/108933,20,"['scripts', 'show', '108933']",80,,userscripts.org,http,org,http://userscripts.org/scripts/show/108933,42,0,0,0,0,0,0,0,0,0
586,0,80,46,"['www', 'estudiodeleon', 'com', 'uy']",,,www.estudiodeleon.com.uy,24,"[{'geo': 'US', 'ip': '67.215.65.133', 'type': 'A'}]",1,"[{'mxhost': 'aspmx.l.google.com', 'ips': [{'geo': 'US', 'ip': '74.125.129.26', 'type': 'A'}, {'geo': 'US', 'ip': '2607:f8b0:400e:c02:0:0:0:1a', 'type': 'AAAA'}]}]",4,1,/wealthmanagementlink,21,['wealthmanagementlink'],80,,estudiodeleon.com.uy,http,uy,http://www.estudiodeleon.com.uy/wealthmanagementlink,52,0,1,0,0,1,0,0,0,2
587,51,80,6082,"['macon', 'craigslist', 'org']",,,macon.craigslist.org,20,"[{'geo': 'US', 'ip': '208.82.238.226', 'type': 'A'}]",0,"[{'mxhost': 'mxi2f.craigslist.org', 'ips': [{'geo': 'US', 'ip': '208.82.238.81', 'type': 'A'}]}, {'mxhost': 'mxi1f.craigslist.org', 'ips': [{'geo': 'US', 'ip': '208.82.238.80', 'type': 'A'}]}]",3,1,/,1,[''],80,,craigslist.org,http,org,http://macon.craigslist.org/,28,0,0,0,0,0,0,0,0,0
588,0,80,59,"['yourshoes', 'ro']",html,,yourshoes.ro,12,"[{'geo': 'RO', 'ip': '91.250.247.253', 'type': 'A'}]",1,"[{'mxhost': 'yourshoes.ro', 'ips': [{'geo': 'RO', 'ip': '91.250.247.253', 'type': 'A'}]}]",2,4,/admin/imagini/design/Yahoo.html,32,"['admin', 'imagini', 'design', 'Yahoo.html']",80,,yourshoes.ro,http,ro,http://yourshoes.ro/admin/imagini/design/Yahoo.html,51,0,1,0,0,1,0,0,0,2
589,0,80,25,"['www', 'paypal', 'com', 'mgwx44ls1xazsw', 'zj6a9ukb37', 'com']",,,www.paypal.com.mgwx44ls1xazsw.zj6a9ukb37.com,44,"[{'geo': 'US', 'ip': '67.215.65.133', 'type': 'A'}]",1,NA,6,3,/cgi-bin/web-scr/,17,"['cgi-bin', 'web-scr', '']",80,_dispatch=b334f1bb589f7cb7859a7b312d601a74c44d4396&emaddr=dst_jean@sympatico.ca&referer=non&login-processing=ok,zj6a9ukb37.com,http,com,http://www.paypal.com.mgwx44ls1xazsw.zj6a9ukb37.com/cgi-bin/web-scr/?_dispatch=b334f1bb589f7cb7859a7b312d601a74c44d4396&emaddr=dst_jean@sympatico.ca&referer=non&login-processing=ok,180,0,1,0,0,0,0,0,0,1
590,0,80,23,"['eu', 'battle', 'net', 'blizzardentertainmentfreeofactivities', 'com']",html,,eu.battle.net.blizzardentertainmentfreeofactivities.com,55,"[{'geo': 'US', 'ip': '67.215.65.133', 'type': 'A'}]",1,NA,5,2,/login/5.html,13,"['login', '5.html']",80,,blizzardentertainmentfreeofactivities.com,http,com,http://eu.battle.net.blizzardentertainmentfreeofactivities.com/login/5.html,75,0,1,0,0,0,0,0,0,1
591,0,80,274,"['hyper-plastics', 'com']",,,hyper-plastics.com,18,"[{'geo': 'US', 'ip': '67.215.65.133', 'type': 'A'}]",1,"[{'mxhost': 'hyper-plastics.com', 'ips': [{'geo': 'NL', 'ip': '94.75.225.53', 'type': 'A'}]}]",2,9,/web.telstra/login.telstra.com.au/home/signon.bigpond.com/default.do/ref%3DNet-Button-MyAccount/messaging.bigpond.com/c1c50532d2972cb040946b651b874e9c/,151,"['web.telstra', 'login.telstra.com.au', 'home', 'signon.bigpond.com', 'default.do', 'ref=Net-Button-MyAccount', 'messaging.bigpond.com', 'c1c50532d2972cb040946b651b874e9c', '']",80,,hyper-plastics.com,http,com,http://hyper-plastics.com/web.telstra/login.telstra.com.au/home/signon.bigpond.com/default.do/ref%3DNet-Button-MyAccount/messaging.bigpond.com/c1c50532d2972cb040946b651b874e9c/,176,0,1,0,0,0,0,0,0,1
592,29,80,1750,"['ssde', 'dub', 'ask', 'com']",,,ssde.dub.ask.com,16,"[{'geo': 'IE', 'ip': '185.23.44.104', 'type': 'A'}]",0,"[{'mxhost': 'mxb-0015af01.gslb.pphosted.com', 'ips': [{'geo': 'US', 'ip': '208.86.201.125', 'type': 'A'}]}, {'mxhost': 'mxa-0015af01.gslb.pphosted.com', 'ips': [{'geo': 'US', 'ip': '67.231.145.241', 'type': 'A'}]}]",4,2,/solr/,6,"['solr', '']",80,,ask.com,http,com,http://ssde.dub.ask.com/solr/,29,0,0,0,0,0,0,0,0,0
